audit_schema_version,site_id,analysis_role,station_status,station_exclusion_reason,nominal_capacity_mw,raw_file,raw_file_exists,raw_file_sha256,raw_schema_complete,raw_schema_missing_columns,invalid_timestamp_rows,horizon_steps,horizon_minutes,aggregation_level,sensor_family,group,source_columns,raw_source_columns_present,structurally_absent_optional_channels,missingness_definition,target_available_daylight_n,model_evaluable_n,missing_n_among_target_available,missing_rate_among_target_available,missing_n_among_model_evaluable,missing_rate_among_model_evaluable,nonmissing_n_among_model_evaluable,minimum_group_n,performance_eligible,confirmatory_performance_eligible,eligibility_reason,target_masked,target_interpolated
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,1,15,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,weather,humidity,humidity,False,humidity,raw current-time channel is missing after validity normalization,46784,46784,46784,1,46784,1,0,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS1,development,valid,,50,data/raw/multisite/Solar_station_site_1_Nominal_capacity-50MW.csv,True,1746d74fa468e2ff8cd6dca85e386cf08d5db42ee12facff02b97bf80736e774,True,,0,4,60,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,weather,humidity,humidity,False,humidity,raw current-time channel is missing after validity normalization,46784,46784,46784,1,46784,1,0,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,1,15,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4,True,humidity,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,46784,46784,,,0,0,46784,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,weather,humidity,humidity,False,humidity,raw current-time channel is missing after validity normalization,46784,46784,46784,1,46784,1,0,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS2,confirmatory_preferred,valid,,130,data/raw/multisite/Solar_station_site_2_Nominal_capacity-130MW.csv,True,7f84343f363b9a4cd78bc9c2dc88a9a5ebc571ea47bcb9d7a2def34e09d98d51,True,,0,4,60,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,46784,46784,0,0,0,0,46784,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10669,10511,,,0,0,10511,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,False,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10669,10511,,,10511,1,0,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10669,10511,,,2496,0.23746551232,8015,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,False,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10669,10511,,,10511,1,0,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,10669,10511,0,0,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,10669,10511,0,0,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,10669,10511,0,0,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,10669,10511,158,0.0148092604743,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,weather,humidity,humidity,True,,raw current-time channel is missing after validity normalization,10669,10511,0,0,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,10669,10511,0,0,0,0,10511,80,False,False,descriptive_channel_rate_only,False,False
