date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-01 18:45:00,0.0,0.0,0.0,15.76,833.5,44.98,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,15.64,833.67334,45.56,0.0
2019-01-01 19:15:00,0.0,0.0,0.0,15.706667,833.75336,42.4,0.0
2019-01-01 19:30:00,0.0,0.0,0.0,15.553333,833.88666,40.706665,0.0
2019-01-01 19:45:00,0.0,0.0,0.0,15.36,834.00665,39.286667,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,15.153334,834.14,38.866665,0.0
2019-01-01 20:15:00,0.0,0.0,0.0,15.253333,834.3,38.413334,0.0
2019-01-01 20:30:00,0.0,0.0,0.0,15.453333,834.38666,38.553333,0.0
2019-01-01 20:45:00,0.0,0.0,0.0,15.373333,834.50665,38.413334,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,15.04,834.64,38.8,0.0
2019-01-01 21:15:00,0.0,0.0,0.0,14.753333,834.8,38.4,0.0
2019-01-01 21:30:00,0.0,0.0,0.0,14.746667,834.9267,37.033333,0.0
2019-01-01 21:45:00,0.0,0.0,0.0,14.633333,835.1533,37.113335,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,14.493333,835.32666,36.706665,0.0
2019-01-01 22:15:00,0.0,0.0,0.0,14.786667,835.5,35.133335,0.0
2019-01-01 22:30:00,0.0,0.0,0.0,14.2,835.56665,36.733334,0.0
2019-01-01 22:45:00,0.0,0.0,0.0,14.306666,835.6067,36.573334,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,13.906667,835.72,38.02,0.0
2019-01-01 23:15:00,0.0,0.0,0.0,13.726666,835.85333,38.94,0.0
2019-01-01 23:30:00,0.0,0.0,0.0,14.413333,835.9667,37.733334,0.0
2019-01-01 23:45:00,0.0,0.0,0.0,14.406667,835.9533,38.68,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,14.226666,836.0,40.606667,0.0
2019-01-02 00:15:00,0.0,0.0,0.0,14.14,836.05334,42.426666,0.0
2019-01-02 00:30:00,0.0,0.0,0.0,13.96,836.20667,43.92,0.0
2019-01-02 00:45:00,0.0,0.0,0.0,13.633333,836.3,44.986668,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,13.1,836.4067,47.15333,0.0
2019-01-02 01:15:00,0.0,0.0,0.0,12.873333,836.5,48.2,0.0
2019-01-02 01:30:00,0.0,0.0,0.0,12.6866665,836.5,49.2,0.0
2019-01-02 01:45:00,0.0,0.0,0.0,12.673333,836.5,50.166668,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,12.74,836.6067,50.733334,0.0
2019-01-02 02:15:00,0.0,0.0,0.0,12.386666,836.5933,52.593334,0.0
2019-01-02 02:30:00,0.0,0.0,0.0,12.306666,836.52,53.386665,0.0
2019-01-02 02:45:00,0.0,0.0,0.0,12.173333,836.5467,54.093334,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,11.986667,836.6067,54.833332,0.0
2019-01-02 03:15:00,0.0,0.0,0.0,11.74,836.7,56.353333,0.0
2019-01-02 03:30:00,0.0,0.0,0.0,11.54,836.72,56.906666,0.0
2019-01-02 03:45:00,0.0,0.0,0.0,11.293333,836.85333,57.84,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,10.773334,836.79333,60.06,0.0
2019-01-02 04:15:00,0.0,0.0,0.0,10.593333,836.75336,61.293335,0.0
2019-01-02 04:30:00,0.0,0.0,0.0,10.793333,836.9067,60.966667,0.0
2019-01-02 04:45:00,0.0,0.0,0.0,11.066667,836.94666,60.646667,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,10.746667,836.9667,61.68667,0.0
2019-01-02 05:15:00,0.0,0.0,0.0,10.613334,836.9533,61.086666,0.0
2019-01-02 05:30:00,0.0,0.0,0.0,10.02,836.93335,62.853333,0.0
2019-01-02 05:45:00,0.0,0.0,0.0,10.113334,836.94666,63.98,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,10.126667,837.05334,64.94,0.0
2019-01-02 06:15:00,0.0,0.0,0.0,10.086667,837.05334,65.72667,0.0
2019-01-02 06:30:00,0.0,0.0,0.0,9.986667,837.25336,66.28,0.0
2019-01-02 06:45:00,0.0,0.0,0.0,9.866667,837.30664,67.08,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,9.733334,837.5267,67.486664,0.0
2019-01-02 07:15:00,0.0,0.0,0.0,9.473333,837.64667,68.27333,0.0
2019-01-02 07:30:00,0.0,0.0,0.0,9.286667,837.7733,69.32667,0.0
2019-01-02 07:45:00,0.0,0.0,0.0,9.273334,837.9067,70.3,0.0
2019-01-02 08:00:00,0.0,0.0,0.0,9.32,838.19336,70.85333,0.0
2019-01-02 08:15:00,3.6666667,0.53333336,0.93333334,9.293333,838.4067,71.17333,0.059333332
2019-01-02 08:30:00,48.933334,13.266666,16.133333,9.18,838.58,72.473335,0.70533335
2019-01-02 08:45:00,189.53334,110.46667,54.6,9.866667,839.00665,70.86,2.64
2019-01-02 09:00:00,286.93332,6.8,99.73333,10.413333,839.26666,68.92,4.699333
2019-01-02 09:15:00,390.93332,0.0,156.73334,11.866667,839.3,64.45333,7.1386666
2019-01-02 09:30:00,478.46667,232.46666,134.73334,12.26,839.36664,62.806667,9.622
2019-01-02 09:45:00,546.86664,298.6,157.73334,12.54,839.36,61.62,11.909333
2019-01-02 10:00:00,604.2,425.2,144.53334,11.7,839.49335,64.85333,13.999333
2019-01-02 10:15:00,656.4667,756.06665,55.6,11.5,839.56,66.52,16.002666
2019-01-02 10:30:00,705.5333,807.6667,65.2,11.546667,839.73334,66.85333,17.789333
2019-01-02 10:45:00,756.4667,845.4667,73.933334,11.933333,839.66,66.26667,19.410667
2019-01-02 11:00:00,820.06665,875.26666,81.933334,12.12,839.58,65.84,20.876667
2019-01-02 11:15:00,880.4,892.86664,88.8,12.68,839.38,63.706665,22.206667
2019-01-02 11:30:00,926.13336,905.4667,94.6,13.26,839.24664,61.146667,23.322
2019-01-02 11:45:00,960.3333,909.93335,99.13333,13.573334,839.1,60.0,24.356
2019-01-02 12:00:00,983.73334,906.6,102.333336,13.733334,838.9267,59.666668,25.194666
2019-01-02 12:15:00,1009.4,906.93335,105.333336,14.3133335,838.58,58.08,25.817333
2019-01-02 12:30:00,1029.7333,903.13336,107.333336,14.513333,838.35333,57.286667,26.386
2019-01-02 12:45:00,1049.6,907.26666,109.8,14.8,838.14,55.226665,26.853333
2019-01-02 13:00:00,1063.2,912.8,111.73333,15.533334,837.67334,50.546665,27.212667
2019-01-02 13:15:00,1070.2,926.13336,113.8,15.793333,837.26,47.48,27.402
2019-01-02 13:30:00,1090.0,1022.13336,125.73333,15.94,836.9533,47.52667,27.498667
2019-01-02 13:45:00,1100.8,940.4667,114.86667,16.253334,836.56,42.753334,27.426666
2019-01-02 14:00:00,1113.4,930.4,112.4,16.893333,836.16,40.626667,27.28
2019-01-02 14:15:00,1106.8,934.73334,111.0,16.78,835.94,38.97333,26.967333
2019-01-02 14:30:00,1072.4667,931.4,108.26667,17.06,835.66,35.646667,26.39
2019-01-02 14:45:00,1032.8,931.0,105.2,17.586666,835.38,35.82,25.769333
2019-01-02 15:00:00,994.06665,932.26666,101.666664,17.653334,835.0867,34.58,24.901333
2019-01-02 15:15:00,954.4,932.86664,97.53333,17.846666,835.0,33.986668,23.992
2019-01-02 15:30:00,909.6,933.2,92.666664,18.246666,834.81335,33.226665,23.074667
2019-01-02 15:45:00,861.0,918.4,86.2,18.153334,834.68,34.1,21.9
2019-01-02 16:00:00,812.2,895.73334,78.53333,18.306667,834.5333,34.02,20.493334
2019-01-02 16:15:00,760.6,858.93335,69.4,18.28,834.54,33.833332,18.98
2019-01-02 16:30:00,706.73334,808.73334,59.666668,18.44,834.4067,34.293335,17.174667
2019-01-02 16:45:00,654.13336,756.5333,49.933334,18.433332,834.4,34.54,15.448
2019-01-02 17:00:00,603.73334,12.866667,271.4,18.653334,834.3333,33.073334,13.610666
2019-01-02 17:15:00,541.26666,17.2,214.86667,18.673334,834.46,31.593334,11.506
2019-01-02 17:30:00,454.46667,1.6,163.06667,18.706667,834.38,31.4,9.135333
2019-01-02 17:45:00,351.13333,0.0,117.666664,18.86,834.36,30.48,6.81
2019-01-02 18:00:00,244.73334,0.0,74.2,18.953333,834.4,30.24,4.5026665
2019-01-02 18:15:00,130.86667,1.0,32.333332,18.266666,834.46,31.526667,2.2186666
2019-01-02 18:30:00,22.0,0.0,3.1333334,17.68,834.5267,32.453335,0.34466666
2019-01-02 18:45:00,0.0,0.0,0.0,16.013334,834.66,37.133335,0.0
2019-01-02 19:00:00,0.0,0.0,0.0,15.06,834.79333,40.406666,0.0
2019-01-02 19:15:00,0.0,0.0,0.0,14.533334,834.92,41.553333,0.0
2019-01-02 19:30:00,0.0,0.0,0.0,14.173333,834.93335,42.193333,0.0
2019-01-02 19:45:00,0.0,0.0,0.0,14.273334,835.12,41.486668,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,14.3,835.36,41.273335,0.0
2019-01-02 20:15:00,0.0,0.0,0.0,14.6,835.42,41.033333,0.0
2019-01-02 20:30:00,0.0,0.0,0.0,14.573334,835.55334,41.82,0.0
2019-01-02 20:45:00,0.0,0.0,0.0,14.58,835.76,42.286667,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,14.513333,835.8933,42.753334,0.0
2019-01-02 21:15:00,0.0,0.0,0.0,14.513333,835.96,42.9,0.0
2019-01-02 21:30:00,0.0,0.0,0.0,14.626667,835.88,43.15333,0.0
2019-01-02 21:45:00,0.0,0.0,0.0,14.42,835.8,43.68667,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,13.893333,835.74664,45.873333,0.0
2019-01-02 22:15:00,0.0,0.0,0.0,13.94,835.72,47.02,0.0
2019-01-02 22:30:00,0.0,0.0,0.0,14.14,835.70667,46.66,0.0
2019-01-02 22:45:00,0.0,0.0,0.0,14.12,835.7,46.626667,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,13.966666,835.7267,47.093334,0.0
2019-01-02 23:15:00,0.0,0.0,0.0,13.826667,835.8,47.553333,0.0
2019-01-02 23:30:00,0.0,0.0,0.0,13.733334,835.92,48.26,0.0
2019-01-02 23:45:00,0.0,0.0,0.0,13.6,835.94,49.34667,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,13.473333,836.02,50.726665,0.0
2019-01-03 00:15:00,0.0,0.0,0.0,13.173333,836.1,52.913334,0.0
2019-01-03 00:30:00,0.0,0.0,0.0,13.073334,836.00665,53.88,0.0
2019-01-03 00:45:00,0.0,0.0,0.0,13.013333,836.12,54.4,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,13.226666,836.13336,53.826668,0.0
2019-01-03 01:15:00,0.0,0.0,0.0,13.08,836.08,54.726665,0.0
2019-01-03 01:30:00,0.0,0.0,0.0,12.806666,836.0933,56.806667,0.0
2019-01-03 01:45:00,0.0,0.0,0.0,12.62,836.1,58.126667,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,12.633333,836.22,58.913334,0.0
2019-01-03 02:15:00,0.0,0.0,0.0,12.44,836.3,61.066666,0.0
2019-01-03 02:30:00,0.0,0.0,0.0,12.226666,836.36664,62.986668,0.0
2019-01-03 02:45:00,0.0,0.0,0.0,12.2,836.3,63.466667,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,12.146667,836.32666,64.26,0.0
2019-01-03 03:15:00,0.0,0.0,0.0,11.953333,836.34,65.846664,0.0
2019-01-03 03:30:00,0.0,0.0,0.0,11.926666,836.36664,66.10667,0.0
2019-01-03 03:45:00,0.0,0.0,0.0,11.78,836.18,66.46,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,11.566667,835.98,66.94,0.0
2019-01-03 04:15:00,0.0,0.0,0.0,11.56,835.9,66.613335,0.0
2019-01-03 04:30:00,0.0,0.0,0.0,11.64,835.8333,65.85333,0.0
2019-01-03 04:45:00,0.0,0.0,0.0,11.52,835.78,66.38,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,11.546667,835.7,66.44666,0.0
2019-01-03 05:15:00,0.0,0.0,0.0,11.26,835.58,68.253334,0.0
2019-01-03 05:30:00,0.0,0.0,0.0,11.106667,835.7133,69.67333,0.0
2019-01-03 05:45:00,0.0,0.0,0.0,10.95,835.76,70.72,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,10.866667,835.7267,71.07333,0.0
2019-01-03 06:15:00,0.0,0.0,0.0,10.733334,835.8,72.1,0.0
2019-01-03 06:30:00,0.0,0.0,0.0,10.5,835.82666,73.28667,0.0
2019-01-03 06:45:00,0.0,0.0,0.0,10.546667,835.96,72.96,0.0
2019-01-03 07:00:00,0.0,0.0,0.0,10.56,835.96,73.30666,0.0
2019-01-03 07:15:00,0.0,0.0,0.0,10.46,836.16,73.36667,0.0
2019-01-03 07:30:00,0.0,0.0,0.0,10.353333,836.13336,74.12,0.0
2019-01-03 07:45:00,0.0,0.0,0.0,10.166667,836.2,75.72,0.0
2019-01-03 08:00:00,0.0,0.0,0.0,9.393333,836.4133,79.86667,0.0
2019-01-03 08:15:00,3.6,0.53333336,1.0,9.04,836.56,81.72,0.08733334
2019-01-03 08:30:00,49.8,33.0,17.2,9.4,836.7867,81.52,0.762
2019-01-03 08:45:00,194.53334,118.13333,55.266666,9.873333,836.8,80.386665,2.744
2019-01-03 09:00:00,292.86667,7.733333,100.86667,10.606667,836.82666,77.14,4.772
2019-01-03 09:15:00,395.86667,0.0,158.2,11.206667,836.96,74.886665,7.176
2019-01-03 09:30:00,489.2,227.33333,140.2,11.62,836.9067,72.38,9.763333
2019-01-03 09:45:00,559.73334,323.0,155.4,11.64,836.96,72.60667,12.07
2019-01-03 10:00:00,617.2,527.6667,113.26667,11.753333,837.0,72.44666,14.216
2019-01-03 10:15:00,665.6,763.4667,56.133335,12.18,837.06,70.95333,16.238
2019-01-03 10:30:00,716.06665,817.4,66.0,12.82,837.00665,68.32,18.107334
2019-01-03 10:45:00,771.73334,862.93335,75.53333,12.82,837.06,67.90667,19.712667
2019-01-03 11:00:00,828.4667,885.93335,82.933334,12.973333,837.1,67.613335,21.115334
2019-01-03 11:15:00,889.2,904.06665,89.933334,13.413333,837.04,66.026665,22.364
2019-01-03 11:30:00,939.4,920.0,96.26667,13.753333,836.9067,64.12,23.594667
2019-01-03 11:45:00,975.6667,925.5333,101.066666,14.42,836.66,61.34,24.626
2019-01-03 12:00:00,1003.2,924.73334,104.53333,15.0,836.35333,58.866665,25.492
2019-01-03 12:15:00,1033.6,928.13336,108.0,15.76,836.08,54.626667,26.305334
2019-01-03 12:30:00,1046.6,916.6667,109.13333,16.133333,835.6,49.466667,26.736666
2019-01-03 12:45:00,1070.0667,926.73334,112.2,16.413334,835.32,46.06,27.372667
2019-01-03 13:00:00,1083.3,941.4,115.1,16.93,835.02,40.65,27.904
2019-01-03 13:15:00,979.4,824.0,131.66667,16.286667,834.64,41.066666,26.810667
2019-01-03 13:30:00,1097.2,1026.7333,144.4,17.246666,834.36,39.906666,27.908
2019-01-03 13:45:00,1120.8,967.0,118.4,17.173334,834.08,38.18,27.574667
2019-01-03 14:00:00,1103.4,924.5333,112.0,17.553333,833.76,36.626667,27.338
2019-01-03 14:15:00,1084.9,911.5,109.0,17.76,833.52,36.91,26.903
2019-01-03 14:30:00,1084.0,941.8,109.6,17.866667,833.0933,37.413334,26.459333
2019-01-03 14:45:00,1032.2667,927.6,105.0,18.366667,832.88,37.2,25.796
2019-01-03 15:00:00,891.6,808.6,107.73333,18.466667,832.5867,37.68,22.262667
2019-01-03 15:15:00,922.93335,932.0,98.066666,18.206667,832.38,38.46,19.718
2019-01-03 15:30:00,297.86667,140.66667,132.0,17.546667,832.22,40.24,7.118
2019-01-03 15:45:00,253.2,96.2,170.06667,17.266666,831.94,41.04,8.161333
2019-01-03 16:00:00,637.8,702.26666,106.8,18.173334,831.75336,38.853333,15.902667
2019-01-03 16:15:00,404.73334,341.6,126.4,18.073334,831.6,38.5,11.522
2019-01-03 16:30:00,729.73334,896.06665,65.8,18.826666,831.4133,36.746666,17.906666
2019-01-03 16:45:00,652.73334,772.6,51.466667,19.526667,831.4,33.68,15.371333
2019-01-03 17:00:00,592.73334,65.8,257.33334,19.46,831.3333,33.613335,13.368
2019-01-03 17:15:00,511.8,26.133333,212.06667,19.333334,831.4,33.426666,10.955334
2019-01-03 17:30:00,428.93332,7.9333334,161.8,19.166666,831.49335,33.266666,8.83
2019-01-03 17:45:00,346.2,0.0,122.73333,19.186666,831.56,32.66,6.7646666
2019-01-03 18:00:00,247.2,6.6,81.4,18.806667,831.6667,32.4,4.6393332
2019-01-03 18:15:00,144.93333,21.8,43.066666,18.28,831.6,32.54,2.4306667
2019-01-03 18:30:00,33.066666,0.6,9.0,17.606667,831.72,32.113335,0.51266664
2019-01-03 18:45:00,0.0,0.0,0.0,17.273333,831.68,30.86,0.0
2019-01-03 19:00:00,0.0,0.0,0.0,17.153334,831.74664,29.593334,0.0
2019-01-03 19:15:00,0.0,0.0,0.0,17.04,831.84,28.966667,0.0
2019-01-03 19:30:00,0.0,0.0,0.0,16.933332,831.88,28.286667,0.0
2019-01-03 19:45:00,0.0,0.0,0.0,16.76,832.16,28.526667,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,16.68,832.48,28.833334,0.0
2019-01-03 20:15:00,0.0,0.0,0.0,16.526667,832.62,29.08,0.0
2019-01-03 20:30:00,0.0,0.0,0.0,16.35,832.7,29.6,0.0
2019-01-03 20:45:00,0.0,0.0,0.0,16.073334,832.82,30.013334,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,15.946667,833.0467,30.186666,0.0
2019-01-03 21:15:00,0.0,0.0,0.0,15.873333,833.2,30.493334,0.0
2019-01-03 21:30:00,0.0,0.0,0.0,15.72,833.12,30.84,0.0
2019-01-03 21:45:00,0.0,0.0,0.0,15.553333,833.08,31.273333,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,15.393333,833.48,31.986666,0.0
2019-01-03 22:15:00,0.0,0.0,0.0,15.093333,833.44,34.2,0.0
2019-01-03 22:30:00,0.0,0.0,0.0,14.873333,833.4667,36.053333,0.0
2019-01-03 22:45:00,0.0,0.0,0.0,14.793333,833.46,37.013332,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,14.526667,833.5933,39.986668,0.0
2019-01-03 23:15:00,0.0,0.0,0.0,14.266666,833.72,42.373333,0.0
2019-01-03 23:30:00,0.0,0.0,0.0,14.246667,833.85333,42.31333,0.0
2019-01-03 23:45:00,0.0,0.0,0.0,14.066667,834.0,43.52,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,14.02,834.0933,43.206665,0.0
2019-01-04 00:15:00,0.0,0.0,0.0,14.04,834.1,42.806667,0.0
2019-01-04 00:30:00,0.0,0.0,0.0,13.866667,834.24664,43.74,0.0
2019-01-04 00:45:00,0.0,0.0,0.0,13.753333,834.4,44.5,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,13.613334,834.49335,45.166668,0.0
2019-01-04 01:15:00,0.0,0.0,0.0,13.406667,834.62,45.766666,0.0
2019-01-04 01:30:00,0.0,0.0,0.0,13.286667,834.79333,46.446667,0.0
2019-01-04 01:45:00,0.0,0.0,0.0,13.133333,834.92,46.926666,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,12.946667,835.0,47.8,0.0
2019-01-04 02:15:00,0.0,0.0,0.0,12.78,835.06,48.206665,0.0
2019-01-04 02:30:00,0.0,0.0,0.0,12.806666,835.12665,47.65333,0.0
2019-01-04 02:45:00,0.0,0.0,0.0,12.766666,835.2,46.9,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,12.64,835.25336,47.34667,0.0
2019-01-04 03:15:00,0.0,0.0,0.0,12.22,835.46,49.113335,0.0
2019-01-04 03:30:00,0.0,0.0,0.0,12.0,835.4067,50.113335,0.0
2019-01-04 03:45:00,0.0,0.0,0.0,12.086667,835.46,50.15333,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,11.846666,835.43335,51.553333,0.0
2019-01-04 04:15:00,0.0,0.0,0.0,11.646667,835.38,52.84667,0.0
2019-01-04 04:30:00,0.0,0.0,0.0,11.806666,835.3,52.006668,0.0
2019-01-04 04:45:00,0.0,0.0,0.0,11.6,835.3,52.5,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,11.706667,835.34,51.58,0.0
2019-01-04 05:15:00,0.0,0.0,0.0,11.253333,835.14,52.62,0.0
2019-01-04 05:30:00,0.0,0.0,0.0,11.393333,835.26,51.233334,0.0
2019-01-04 05:45:00,0.0,0.0,0.0,11.28,835.2,51.15333,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,11.513333,835.2,49.993332,0.0
2019-01-04 06:15:00,0.0,0.0,0.0,11.406667,835.14,50.38,0.0
