date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-01 17:00:00,0.0,0.0,0.0,6.1,996.91,65.63,0.0
2019-01-01 17:15:00,0.0,0.0,0.0,5.16,988.26,76.33,0.0
2019-01-01 17:30:00,0.0,0.0,0.0,5.59,993.26,77.61,0.0
2019-01-01 17:45:00,0.0,0.0,0.0,4.84,944.25,74.87,0.0
2019-01-01 18:00:00,0.0,0.0,0.0,5.6,966.05,73.99,0.0
2019-01-01 18:15:00,0.0,0.0,0.0,4.92,988.37,75.04,0.0
2019-01-01 18:30:00,0.0,0.0,0.0,4.46,937.36,80.0,0.0
2019-01-01 18:45:00,0.0,0.0,0.0,4.7,982.76,75.27,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,4.24,925.47,72.23,0.0
2019-01-01 19:15:00,0.0,0.0,0.0,4.48,988.49,80.48,0.0
2019-01-01 19:30:00,0.0,0.0,0.0,4.18,960.18,82.66,0.0
2019-01-01 19:45:00,0.0,0.0,0.0,4.48,932.6,81.88,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,3.98,947.65,79.22,0.0
2019-01-01 20:15:00,0.0,0.0,0.0,3.66,924.11,90.24,0.0
2019-01-01 20:30:00,0.0,0.0,0.0,4.01,921.05,83.61,0.0
2019-01-01 20:45:00,0.0,0.0,0.0,4.2,974.42,79.15,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,4.16,918.96,79.71,0.0
2019-01-01 21:15:00,0.0,0.0,0.0,3.88,997.13,88.56,0.0
2019-01-01 21:30:00,0.0,0.0,0.0,3.79,961.09,80.55,0.0
2019-01-01 21:45:00,0.0,0.0,0.0,4.03,1009.77,78.37,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,3.44,938.41,76.75,0.0
2019-01-01 22:15:00,0.0,0.0,0.0,3.52,963.6,77.41,0.0
2019-01-01 22:30:00,0.0,0.0,0.0,3.86,1009.72,79.03,0.0
2019-01-01 22:45:00,0.0,0.0,0.0,3.74,960.78,77.77,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,3.65,931.07,78.97,0.0
2019-01-01 23:15:00,0.0,0.0,0.0,4.06,968.28,92.17,0.0
2019-01-01 23:30:00,0.0,0.0,0.0,3.7,1015.89,76.71,0.0
2019-01-01 23:45:00,0.0,0.0,0.0,3.42,983.33,76.58,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,4.26,1015.06,83.55,0.0
2019-01-02 00:15:00,0.0,0.0,0.0,3.38,948.64,77.22,0.0
2019-01-02 00:30:00,0.0,0.0,0.0,3.39,949.41,81.33,0.0
2019-01-02 00:45:00,0.0,0.0,0.0,3.81,1012.45,87.12,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,3.84,947.73,91.33,0.0
2019-01-02 01:15:00,0.0,0.0,0.0,3.08,955.36,76.71,0.0
2019-01-02 01:30:00,0.0,0.0,0.0,3.77,1023.86,78.31,0.0
2019-01-02 01:45:00,0.0,0.0,0.0,3.52,969.8,90.45,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,3.56,972.23,85.23,0.0
2019-01-02 02:15:00,0.0,0.0,0.0,3.08,946.73,79.39,0.0
2019-01-02 02:30:00,0.0,0.0,0.0,3.29,945.28,84.3,0.0
2019-01-02 02:45:00,0.0,0.0,0.0,3.03,988.51,90.52,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,3.69,1017.02,86.83,0.0
2019-01-02 03:15:00,0.0,0.0,0.0,3.56,1009.17,80.13,0.0
2019-01-02 03:30:00,0.0,0.0,0.0,3.76,948.1,86.43,0.0
2019-01-02 03:45:00,0.0,0.0,0.0,3.51,942.46,78.88,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,3.12,934.0,76.18,0.0
2019-01-02 04:15:00,0.0,0.0,0.0,3.99,1022.35,88.05,0.0
2019-01-02 04:30:00,0.0,0.0,0.0,3.32,930.74,78.52,0.0
2019-01-02 04:45:00,0.0,0.0,0.0,3.23,1002.96,76.08,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,3.69,978.49,85.4,0.0
2019-01-02 05:15:00,0.0,0.0,0.0,4.08,1020.39,88.3,0.0
2019-01-02 05:30:00,0.0,0.0,0.0,3.67,997.03,76.32,0.0
2019-01-02 05:45:00,0.0,0.0,0.0,4.15,988.71,89.51,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,3.74,954.7,78.45,0.0
2019-01-02 06:15:00,0.0,0.0,0.0,4.33,989.83,84.39,0.0
2019-01-02 06:30:00,0.0,0.0,0.0,3.75,933.65,74.32,0.0
2019-01-02 06:45:00,0.0,0.0,0.0,3.72,970.31,81.42,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,3.8,979.61,89.01,0.0
2019-01-02 07:15:00,13.04,11.35,1.7,4.32,972.61,81.05,0.35
2019-01-02 07:30:00,25.29,22.0,3.29,4.55,1018.09,76.23,0.86
2019-01-02 07:45:00,37.71,32.81,4.9,4.73,1003.8,72.43,1.35
2019-01-02 08:00:00,55.12,47.96,7.17,4.05,950.45,71.7,1.81
2019-01-02 08:15:00,67.69,58.89,8.8,4.01,975.18,74.35,2.3
2019-01-02 08:30:00,101.7,88.48,13.22,4.57,987.41,84.62,2.78
2019-01-02 08:45:00,100.03,87.03,13.0,5.72,1018.07,72.63,3.76
2019-01-02 09:00:00,135.12,117.55,17.57,4.99,993.63,71.83,4.16
2019-01-02 09:15:00,131.99,114.83,17.16,5.65,965.21,82.65,4.62
2019-01-02 09:30:00,149.55,130.11,19.44,7.0,972.23,73.86,5.06
2019-01-02 09:45:00,164.49,143.11,21.38,7.34,1006.4,67.94,5.99
2019-01-02 10:00:00,197.87,172.15,25.72,7.77,962.91,64.91,6.03
2019-01-02 10:15:00,183.5,159.65,23.86,8.22,1001.28,62.78,6.8
2019-01-02 10:30:00,240.43,209.18,31.26,8.36,958.24,75.93,6.22
2019-01-02 10:45:00,204.08,177.55,26.53,9.32,956.86,64.76,7.66
2019-01-02 11:00:00,228.12,198.46,29.66,8.62,931.51,64.39,8.27
2019-01-02 11:15:00,254.5,221.41,33.08,8.59,1000.72,66.51,8.13
2019-01-02 11:30:00,256.1,222.8,33.29,9.8,1000.71,70.65,8.93
2019-01-02 11:45:00,294.69,256.38,38.31,8.8,963.51,69.79,8.94
2019-01-02 12:00:00,318.22,276.85,41.37,9.47,952.54,64.87,8.05
2019-01-02 12:15:00,297.32,258.67,38.65,10.39,963.7,70.25,8.4
2019-01-02 12:30:00,274.78,239.06,35.72,9.78,965.36,67.21,10.81
2019-01-02 12:45:00,328.05,285.4,42.65,10.59,1015.27,71.28,10.14
2019-01-02 13:00:00,291.6,253.69,37.91,11.39,990.75,61.77,10.03
2019-01-02 13:15:00,318.16,276.8,41.36,11.76,1002.66,63.11,9.04
2019-01-02 13:30:00,285.16,248.09,37.07,9.88,1015.38,65.93,9.16
2019-01-02 13:45:00,271.24,235.98,35.26,11.64,944.12,72.08,9.45
2019-01-02 14:00:00,282.2,245.51,36.69,9.5,964.93,61.83,9.15
2019-01-02 14:15:00,277.01,240.99,36.01,10.92,979.18,62.43,8.51
2019-01-02 14:30:00,263.36,229.13,34.24,10.53,1011.08,61.82,8.62
2019-01-02 14:45:00,216.5,188.35,28.14,9.7,950.42,75.03,8.09
2019-01-02 15:00:00,191.88,166.94,24.94,10.92,1011.24,72.71,6.38
2019-01-02 15:15:00,193.66,168.49,25.18,10.93,1024.52,64.67,6.16
2019-01-02 15:30:00,186.41,162.18,24.23,10.5,991.61,77.02,5.89
2019-01-02 15:45:00,168.11,146.26,21.85,9.95,948.77,78.06,5.06
2019-01-02 16:00:00,115.28,100.29,14.99,9.93,1005.9,68.55,3.52
2019-01-02 16:15:00,96.49,83.94,12.54,9.49,987.71,72.23,2.82
2019-01-02 16:30:00,59.03,51.35,7.67,8.34,947.68,78.2,1.75
2019-01-02 16:45:00,32.97,28.68,4.29,8.24,980.4,71.84,1.14
2019-01-02 17:00:00,11.47,9.98,1.49,8.84,989.97,81.64,0.4
2019-01-02 17:15:00,0.0,0.0,0.0,7.77,1008.02,78.41,0.0
2019-01-02 17:30:00,0.0,0.0,0.0,7.31,1026.45,81.54,0.0
2019-01-02 17:45:00,0.0,0.0,0.0,7.24,934.39,72.95,0.0
2019-01-02 18:00:00,0.0,0.0,0.0,6.74,934.79,80.99,0.0
2019-01-02 18:15:00,0.0,0.0,0.0,6.98,955.37,81.14,0.0
2019-01-02 18:30:00,0.0,0.0,0.0,6.1,1011.99,83.33,0.0
2019-01-02 18:45:00,0.0,0.0,0.0,6.74,987.59,84.22,0.0
2019-01-02 19:00:00,0.0,0.0,0.0,5.79,987.22,91.99,0.0
2019-01-02 19:15:00,0.0,0.0,0.0,6.63,968.42,82.65,0.0
2019-01-02 19:30:00,0.0,0.0,0.0,6.32,1022.98,80.59,0.0
2019-01-02 19:45:00,0.0,0.0,0.0,5.59,999.36,92.74,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,5.45,978.94,78.02,0.0
2019-01-02 20:15:00,0.0,0.0,0.0,6.43,1004.62,84.08,0.0
2019-01-02 20:30:00,0.0,0.0,0.0,5.69,1000.55,79.84,0.0
2019-01-02 20:45:00,0.0,0.0,0.0,5.68,963.55,93.4,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,6.01,1008.76,96.75,0.0
2019-01-02 21:15:00,0.0,0.0,0.0,6.3,987.12,89.82,0.0
2019-01-02 21:30:00,0.0,0.0,0.0,6.24,943.18,94.58,0.0
2019-01-02 21:45:00,0.0,0.0,0.0,5.56,945.62,95.74,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,5.03,948.2,87.97,0.0
2019-01-02 22:15:00,0.0,0.0,0.0,5.78,958.81,97.64,0.0
2019-01-02 22:30:00,0.0,0.0,0.0,4.84,1016.93,88.58,0.0
2019-01-02 22:45:00,0.0,0.0,0.0,4.92,1008.68,82.62,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,5.11,978.87,94.64,0.0
2019-01-02 23:15:00,0.0,0.0,0.0,5.0,932.08,97.41,0.0
2019-01-02 23:30:00,0.0,0.0,0.0,5.19,967.25,94.65,0.0
2019-01-02 23:45:00,0.0,0.0,0.0,5.43,976.56,95.12,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,5.04,976.0,96.35,0.0
2019-01-03 00:15:00,0.0,0.0,0.0,3.76,1033.37,96.65,0.0
2019-01-03 00:30:00,0.0,0.0,0.0,4.21,958.7,96.88,0.0
2019-01-03 00:45:00,0.0,0.0,0.0,4.38,1019.4,79.39,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,4.13,1030.24,88.99,0.0
2019-01-03 01:15:00,0.0,0.0,0.0,4.46,1017.92,85.29,0.0
2019-01-03 01:30:00,0.0,0.0,0.0,4.6,1028.41,82.46,0.0
2019-01-03 01:45:00,0.0,0.0,0.0,3.9,1025.72,79.46,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,4.4,951.3,90.16,0.0
2019-01-03 02:15:00,0.0,0.0,0.0,3.96,994.09,88.18,0.0
2019-01-03 02:30:00,0.0,0.0,0.0,4.35,964.23,89.61,0.0
2019-01-03 02:45:00,0.0,0.0,0.0,4.26,936.08,85.95,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,4.61,998.5,94.72,0.0
2019-01-03 03:15:00,0.0,0.0,0.0,4.03,995.94,81.13,0.0
2019-01-03 03:30:00,0.0,0.0,0.0,4.47,1023.13,82.28,0.0
2019-01-03 03:45:00,0.0,0.0,0.0,4.52,941.28,92.99,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,4.01,937.95,90.0,0.0
2019-01-03 04:15:00,0.0,0.0,0.0,3.6,945.57,80.02,0.0
2019-01-03 04:30:00,0.0,0.0,0.0,3.93,982.84,82.49,0.0
2019-01-03 04:45:00,0.0,0.0,0.0,4.32,994.62,83.49,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,4.27,966.47,80.63,0.0
2019-01-03 05:15:00,0.0,0.0,0.0,4.32,938.51,97.83,0.0
2019-01-03 05:30:00,0.0,0.0,0.0,3.99,995.83,88.56,0.0
2019-01-03 05:45:00,0.0,0.0,0.0,4.14,991.9,79.94,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,3.89,1013.25,81.22,0.0
2019-01-03 06:15:00,0.0,0.0,0.0,4.18,950.53,84.07,0.0
2019-01-03 06:30:00,0.0,0.0,0.0,4.66,1000.43,79.52,0.0
2019-01-03 06:45:00,0.0,0.0,0.0,4.11,995.17,82.34,0.0
2019-01-03 07:00:00,0.0,0.0,0.0,4.35,936.5,80.89,0.0
2019-01-03 07:15:00,15.52,13.5,2.02,5.09,986.28,88.3,0.54
2019-01-03 07:30:00,33.54,29.18,4.36,4.58,1015.88,79.26,1.15
2019-01-03 07:45:00,56.25,48.94,7.31,5.45,963.98,90.97,1.64
2019-01-03 08:00:00,80.74,70.24,10.5,5.39,938.75,91.64,2.29
2019-01-03 08:15:00,112.91,98.23,14.68,5.68,991.28,82.54,3.32
2019-01-03 08:30:00,140.78,122.48,18.3,5.54,991.37,91.18,3.76
2019-01-03 08:45:00,161.68,140.66,21.02,6.22,975.4,81.55,5.58
2019-01-03 09:00:00,197.79,172.08,25.71,6.61,957.96,88.96,5.45
2019-01-03 09:15:00,226.17,196.77,29.4,8.81,978.55,81.77,6.01
2019-01-03 09:30:00,239.44,208.31,31.13,8.39,961.33,76.84,7.39
2019-01-03 09:45:00,212.21,184.63,27.59,8.86,1002.47,79.67,6.9
2019-01-03 10:00:00,225.02,195.76,29.25,10.39,1023.39,72.35,7.32
2019-01-03 10:15:00,292.8,254.73,38.06,10.64,951.4,74.13,7.72
2019-01-03 10:30:00,290.93,253.11,37.82,11.59,1016.08,68.33,8.21
2019-01-03 10:45:00,288.85,251.3,37.55,11.82,1022.87,62.85,8.81
2019-01-03 11:00:00,285.35,248.25,37.1,11.42,996.56,66.86,9.75
2019-01-03 11:15:00,292.37,254.36,38.01,12.75,960.52,62.84,10.59
2019-01-03 11:30:00,336.11,292.42,43.69,12.65,950.7,70.58,9.97
2019-01-03 11:45:00,349.35,303.94,45.42,12.97,963.89,73.04,10.93
2019-01-03 12:00:00,304.67,265.06,39.61,11.59,951.91,74.56,11.27
2019-01-03 12:15:00,368.82,320.87,47.95,14.39,941.32,68.66,11.25
2019-01-03 12:30:00,338.71,294.68,44.03,13.75,950.77,64.94,10.66
2019-01-03 12:45:00,342.25,297.76,44.49,15.16,980.8,62.36,12.46
2019-01-03 13:00:00,353.95,307.94,46.01,14.13,971.39,67.67,11.2
2019-01-03 13:15:00,325.85,283.49,42.36,15.87,959.71,65.45,12.07
2019-01-03 13:30:00,330.4,287.45,42.95,15.82,1021.7,65.08,11.16
2019-01-03 13:45:00,315.54,274.52,41.02,14.02,1026.64,61.04,10.75
2019-01-03 14:00:00,318.93,277.47,41.46,13.91,966.25,65.81,9.9
2019-01-03 14:15:00,306.94,267.04,39.9,13.65,983.0,59.01,10.36
2019-01-03 14:30:00,305.36,265.66,39.7,15.36,980.14,60.6,8.47
2019-01-03 14:45:00,263.35,229.11,34.24,15.17,971.94,66.07,8.84
2019-01-03 15:00:00,244.25,212.49,31.75,14.25,996.44,65.21,8.09
2019-01-03 15:15:00,244.91,213.07,31.84,14.5,939.45,68.31,7.32
2019-01-03 15:30:00,176.15,153.25,22.9,12.05,998.39,63.48,6.19
2019-01-03 15:45:00,162.77,141.61,21.16,13.57,1024.34,71.41,5.25
2019-01-03 16:00:00,125.07,108.81,16.26,11.38,945.2,66.96,4.56
2019-01-03 16:15:00,113.17,98.46,14.71,12.94,939.45,79.99,2.9
2019-01-03 16:30:00,66.17,57.57,8.6,12.04,998.62,70.74,2.07
2019-01-03 16:45:00,35.54,30.92,4.62,12.89,1031.28,71.86,1.04
2019-01-03 17:00:00,12.84,11.17,1.67,10.56,994.93,75.09,0.44
2019-01-03 17:15:00,0.0,0.0,0.0,10.02,971.78,70.42,0.0
2019-01-03 17:30:00,0.0,0.0,0.0,12.04,953.93,82.33,0.0
2019-01-03 17:45:00,0.0,0.0,0.0,11.42,1001.82,76.39,0.0
2019-01-03 18:00:00,0.0,0.0,0.0,11.06,965.38,83.27,0.0
2019-01-03 18:15:00,0.0,0.0,0.0,10.86,986.79,75.64,0.0
2019-01-03 18:30:00,0.0,0.0,0.0,9.61,973.43,87.47,0.0
2019-01-03 18:45:00,0.0,0.0,0.0,8.79,1026.36,91.91,0.0
2019-01-03 19:00:00,0.0,0.0,0.0,8.34,968.61,77.59,0.0
2019-01-03 19:15:00,0.0,0.0,0.0,8.7,1030.94,81.63,0.0
2019-01-03 19:30:00,0.0,0.0,0.0,8.44,948.11,81.61,0.0
2019-01-03 19:45:00,0.0,0.0,0.0,7.45,997.52,81.76,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,6.82,1027.28,93.97,0.0
2019-01-03 20:15:00,0.0,0.0,0.0,6.6,974.84,85.53,0.0
2019-01-03 20:30:00,0.0,0.0,0.0,7.98,977.51,82.77,0.0
2019-01-03 20:45:00,0.0,0.0,0.0,6.78,962.9,81.46,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,7.22,964.34,81.79,0.0
2019-01-03 21:15:00,0.0,0.0,0.0,7.14,988.72,92.86,0.0
2019-01-03 21:30:00,0.0,0.0,0.0,6.43,941.15,95.9,0.0
2019-01-03 21:45:00,0.0,0.0,0.0,7.18,1030.28,94.35,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,6.19,939.08,89.17,0.0
2019-01-03 22:15:00,0.0,0.0,0.0,5.64,995.77,97.08,0.0
2019-01-03 22:30:00,0.0,0.0,0.0,6.23,946.69,94.47,0.0
2019-01-03 22:45:00,0.0,0.0,0.0,5.61,1000.42,99.35,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,5.66,941.55,91.97,0.0
2019-01-03 23:15:00,0.0,0.0,0.0,6.19,965.37,88.97,0.0
2019-01-03 23:30:00,0.0,0.0,0.0,5.78,960.08,96.87,0.0
2019-01-03 23:45:00,0.0,0.0,0.0,7.08,1001.04,86.61,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,6.33,940.46,91.21,0.0
2019-01-04 00:15:00,0.0,0.0,0.0,8.91,1024.21,97.51,0.0
2019-01-04 00:30:00,0.0,0.0,0.0,7.19,1006.5,90.76,0.0
2019-01-04 00:45:00,0.0,0.0,0.0,7.64,990.68,95.18,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,8.68,987.2,96.02,0.0
2019-01-04 01:15:00,0.0,0.0,0.0,7.12,957.56,96.2,0.0
2019-01-04 01:30:00,0.0,0.0,0.0,7.91,963.24,100.0,0.0
2019-01-04 01:45:00,0.0,0.0,0.0,8.08,960.29,93.03,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,8.33,930.19,97.22,0.0
2019-01-04 02:15:00,0.0,0.0,0.0,8.18,933.47,90.51,0.0
2019-01-04 02:30:00,0.0,0.0,0.0,7.49,985.24,99.6,0.0
2019-01-04 02:45:00,0.0,0.0,0.0,7.89,950.01,100.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,7.34,982.02,90.78,0.0
2019-01-04 03:15:00,0.0,0.0,0.0,7.14,962.23,92.52,0.0
2019-01-04 03:30:00,0.0,0.0,0.0,7.84,999.55,95.54,0.0
2019-01-04 03:45:00,0.0,0.0,0.0,8.48,976.52,100.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,8.21,946.35,100.0,0.0
2019-01-04 04:15:00,0.0,0.0,0.0,7.88,977.64,98.43,0.0
2019-01-04 04:30:00,0.0,0.0,0.0,8.01,994.15,100.0,0.0
2019-01-04 04:45:00,0.0,0.0,0.0,7.96,1016.69,100.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,7.3,992.11,100.0,0.0
2019-01-04 05:15:00,0.0,0.0,0.0,9.17,1019.18,100.0,0.0
2019-01-04 05:30:00,0.0,0.0,0.0,7.4,998.57,100.0,0.0
2019-01-04 05:45:00,0.0,0.0,0.0,8.74,962.59,100.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,8.17,1012.51,93.81,0.0
2019-01-04 06:15:00,0.0,0.0,0.0,8.87,1018.52,100.0,0.0
2019-01-04 06:30:00,0.0,0.0,0.0,8.18,1000.61,95.16,0.0
2019-01-04 06:45:00,0.0,0.0,0.0,8.68,942.25,92.19,0.0
2019-01-04 07:00:00,0.0,0.0,0.0,9.66,1021.71,100.0,0.0
2019-01-04 07:15:00,14.49,12.61,1.88,10.31,1016.95,99.14,0.41
2019-01-04 07:30:00,23.07,20.07,3.0,9.96,1022.26,100.0,0.79
2019-01-04 07:45:00,37.81,32.89,4.91,10.42,944.9,95.87,1.11
2019-01-04 08:00:00,49.88,43.4,6.48,10.79,998.18,99.29,1.46
2019-01-04 08:15:00,52.28,45.48,6.8,10.45,1023.26,100.0,1.68
2019-01-04 08:30:00,64.98,56.53,8.45,9.77,1015.64,100.0,1.73
2019-01-04 08:45:00,77.79,67.67,10.11,9.52,969.53,97.53,2.16
2019-01-04 09:00:00,89.64,77.99,11.65,11.27,993.53,100.0,2.28
2019-01-04 09:15:00,81.76,71.13,10.63,11.08,972.68,100.0,2.36
2019-01-04 09:30:00,96.96,84.36,12.61,10.72,1022.47,100.0,2.86
2019-01-04 09:45:00,91.22,79.36,11.86,11.08,1004.89,100.0,2.97
2019-01-04 10:00:00,107.01,93.1,13.91,13.3,991.16,100.0,2.91
2019-01-04 10:15:00,114.25,99.4,14.85,13.71,947.74,92.07,3.4
2019-01-04 10:30:00,137.68,119.78,17.9,12.13,942.08,100.0,3.77
2019-01-04 10:45:00,143.29,124.67,18.63,13.64,1007.28,100.0,4.16
2019-01-04 11:00:00,135.25,117.66,17.58,14.31,1019.3,98.31,3.69
2019-01-04 11:15:00,163.49,142.24,21.25,13.79,984.11,100.0,3.88
2019-01-04 11:30:00,143.64,124.96,18.67,13.24,966.23,97.91,4.07
