date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-01-01 07:30:00,0,0,0,-12.6,929.0,0.0
2019-01-01 07:45:00,0,1,0,-13.0,929.0,0.0
2019-01-01 08:00:00,0,0,0,-12.7,928.9,0.0
2019-01-01 08:15:00,0,0,0,-12.7,929.0,0.0
2019-01-01 08:30:00,0,0,0,-12.5,929.1,0.0
2019-01-01 08:45:00,0,0,0,-12.5,929.2,0.0
2019-01-01 09:00:00,2,0,1,-12.7,929.3,0.0
2019-01-01 09:15:00,14,1,7,-12.5,929.3,0.238533
2019-01-01 09:30:00,63,12,20,-12.7,929.6,0.856733
2019-01-01 09:45:00,92,11,34,-13.3,929.5,2.3806
2019-01-01 10:00:00,237,36,64,-12.9,929.6,4.8044
2019-01-01 10:15:00,279,35,91,-12.9,929.5,8.131133
2019-01-01 10:30:00,444,54,137,-12.5,929.1,15.160066
2019-01-01 10:45:00,435,49,135,-12.0,928.9,16.656599
2019-01-01 11:00:00,415,29,153,-11.6,928.7,19.275133
2019-01-01 11:15:00,486,32,187,-10.6,928.3,21.893333
2019-01-01 11:30:00,598,37,237,-10.0,928.0,25.868465
2019-01-01 11:45:00,661,37,270,-8.6,927.8,28.310266
2019-01-01 12:00:00,735,36,318,-8.4,927.5,30.6696
2019-01-01 12:15:00,743,35,322,-7.6,927.2,31.126131
2019-01-01 12:30:00,786,32,355,-7.8,926.7,33.829067
2019-01-01 12:45:00,793,27,366,-7.7,926.4,34.637398
2019-01-01 13:00:00,776,22,364,-7.3,926.3,34.797398
2019-01-01 13:15:00,823,20,394,-7.1,926.1,36.7744
2019-01-01 13:30:00,827,20,411,-7.1,925.9,35.821
2019-01-01 13:45:00,818,18,428,-6.7,925.5,34.6736
2019-01-01 14:00:00,746,17,363,-6.8,925.4,33.533733
2019-01-01 14:15:00,714,15,342,-6.8,925.2,31.996399
2019-01-01 14:30:00,701,14,329,-6.4,924.9,30.972265
2019-01-01 14:45:00,753,14,343,-5.0,924.6,32.9824
2019-01-01 15:00:00,680,15,304,-5.2,924.3,30.032665
2019-01-01 15:15:00,519,13,222,-5.5,924.2,27.335732
2019-01-01 15:30:00,678,13,285,-5.7,924.1,31.534266
2019-01-01 15:45:00,475,10,193,-4.9,923.9,23.202599
2019-01-01 16:00:00,547,12,193,-5.4,924.0,24.124199
2019-01-01 16:15:00,445,12,143,-5.3,923.9,19.043598
2019-01-01 16:30:00,458,12,148,-5.5,924.0,20.123266
2019-01-01 16:45:00,313,10,110,-5.5,924.0,11.199933
2019-01-01 17:00:00,152,6,77,-5.9,923.9,5.636933
2019-01-01 17:15:00,92,3,58,-6.4,924.2,3.340133
2019-01-01 17:30:00,46,1,41,-6.8,924.6,1.587333
2019-01-01 17:45:00,19,1,17,-7.0,924.9,0.363067
2019-01-01 18:00:00,10,1,8,-7.3,925.1,0.029667
2019-01-01 18:15:00,2,1,2,-7.6,925.1,0.0
2019-01-01 18:30:00,0,0,0,-7.9,925.1,0.0
2019-01-01 18:45:00,0,0,0,-7.9,925.2,0.0
2019-01-01 19:00:00,0,1,0,-7.9,925.3,0.0
2019-01-01 19:15:00,0,0,0,-8.4,925.2,0.0
2019-01-01 19:30:00,0,0,0,-8.1,925.3,0.0
2019-01-01 19:45:00,0,0,0,-8.2,925.3,0.0
2019-01-01 20:00:00,0,0,0,-8.3,925.4,0.0
2019-01-01 20:15:00,0,0,0,-8.2,925.4,0.0
2019-01-01 20:30:00,0,0,0,-8.6,925.3,0.0
2019-01-01 20:45:00,0,0,0,-8.4,925.2,0.0
2019-01-01 21:00:00,0,0,0,-8.3,925.2,0.0
2019-01-01 21:15:00,0,0,0,-8.0,925.2,0.0
2019-01-01 21:30:00,0,0,0,-7.8,925.0,0.0
2019-01-01 21:45:00,0,0,0,-8.1,924.9,0.0
2019-01-01 22:00:00,0,0,0,-8.1,924.7,0.0
2019-01-01 22:15:00,0,1,0,-8.5,924.6,0.0
2019-01-01 22:30:00,0,1,0,-8.9,924.4,0.0
2019-01-01 22:45:00,0,0,0,-8.8,924.3,0.0
2019-01-01 23:00:00,0,0,0,-8.2,924.3,0.0
2019-01-01 23:15:00,0,0,0,-8.3,924.3,0.0
2019-01-01 23:30:00,0,3,0,-10.7,924.2,0.0
2019-01-01 23:45:00,0,0,0,-9.5,924.1,0.0
2019-01-02 00:00:00,0,1,0,-9.9,924.1,0.0
2019-01-02 00:15:00,0,1,0,-10.9,924.2,0.0
2019-01-02 00:30:00,0,1,0,-11.2,924.3,0.0
2019-01-02 00:45:00,0,1,0,-11.2,924.3,0.0
2019-01-02 01:00:00,0,0,0,-11.5,924.3,0.0
2019-01-02 01:15:00,0,1,0,-11.5,924.3,0.0
2019-01-02 01:30:00,0,0,0,-11.6,924.3,0.0
2019-01-02 01:45:00,0,0,0,-11.5,924.3,0.0
2019-01-02 02:00:00,0,0,0,-11.9,924.3,0.0
2019-01-02 02:15:00,0,0,0,-11.9,924.3,0.0
2019-01-02 02:30:00,0,0,0,-12.1,924.2,0.0
2019-01-02 02:45:00,0,1,0,-12.5,924.2,0.0
2019-01-02 03:00:00,0,1,0,-12.9,924.1,0.0
2019-01-02 03:15:00,0,0,0,-13.1,924.1,0.0
2019-01-02 03:30:00,0,1,0,-13.1,924.2,0.0
2019-01-02 03:45:00,0,1,0,-13.7,924.1,0.0
2019-01-02 04:00:00,0,1,0,-13.6,924.3,0.0
2019-01-02 04:15:00,0,0,0,-13.3,924.3,0.0
2019-01-02 04:30:00,0,0,0,-13.5,924.1,0.0
2019-01-02 04:45:00,0,1,0,-13.5,924.1,0.0
2019-01-02 05:00:00,0,1,0,-14.0,924.0,0.0
2019-01-02 05:15:00,0,0,0,-13.9,924.2,0.0
2019-01-02 05:30:00,0,1,0,-14.0,924.2,0.0
2019-01-02 05:45:00,0,0,0,-14.4,924.1,0.0
2019-01-02 06:00:00,0,1,0,-14.6,924.2,0.0
2019-01-02 06:15:00,0,1,0,-14.9,924.0,0.0
2019-01-02 06:30:00,0,0,0,-14.5,924.0,0.0
2019-01-02 06:45:00,0,1,0,-14.6,924.0,0.0
2019-01-02 07:00:00,0,1,0,-14.4,923.9,0.0
2019-01-02 07:15:00,0,0,0,-14.6,923.7,0.0
2019-01-02 07:30:00,0,0,0,-14.1,923.7,0.0
2019-01-02 07:45:00,0,1,0,-14.2,923.8,0.0
2019-01-02 08:00:00,0,0,0,-13.9,923.9,0.0
2019-01-02 08:15:00,0,1,0,-14.2,924.1,0.0
2019-01-02 08:30:00,0,0,0,-14.5,924.1,0.0
2019-01-02 08:45:00,0,1,0,-14.4,924.7,0.0
2019-01-02 09:00:00,1,2,0,-16.0,924.7,0.0
2019-01-02 09:15:00,10,0,6,-16.1,925.0,0.156
2019-01-02 09:30:00,48,8,18,-16.0,925.4,1.041667
2019-01-02 09:45:00,111,11,31,-14.7,925.3,2.5178
2019-01-02 10:00:00,219,36,55,-14.8,925.2,4.534533
2019-01-02 10:15:00,314,48,79,-14.8,925.1,7.7816
2019-01-02 10:30:00,406,57,107,-14.1,924.8,13.994533
2019-01-02 10:45:00,484,47,135,-13.2,924.5,19.143599
2019-01-02 11:00:00,553,49,167,-11.8,924.1,22.658798
2019-01-02 11:15:00,608,48,198,-11.0,923.8,25.574066
2019-01-02 11:30:00,652,47,229,-10.4,923.6,28.090933
2019-01-02 11:45:00,695,48,260,-11.6,923.3,30.288265
2019-01-02 12:00:00,731,43,287,-10.8,923.4,32.2712
2019-01-02 12:15:00,766,40,313,-10.7,923.5,33.947933
2019-01-02 12:30:00,801,37,339,-11.0,923.4,35.399734
2019-01-02 12:45:00,824,31,357,-10.7,923.4,36.497463
2019-01-02 13:00:00,846,28,373,-10.5,923.5,37.399933
2019-01-02 13:15:00,867,25,389,-10.4,923.4,38.10493
2019-01-02 13:30:00,876,22,407,-9.9,923.0,38.330463
2019-01-02 13:45:00,870,18,444,-8.7,922.8,38.359665
2019-01-02 14:00:00,871,19,414,-9.4,922.5,38.1982
2019-01-02 14:15:00,852,18,381,-9.0,922.3,37.719997
2019-01-02 14:30:00,839,18,369,-8.6,922.2,36.7
2019-01-02 14:45:00,811,16,349,-8.2,922.2,35.59473
2019-01-02 15:00:00,739,15,307,-8.0,922.0,34.244267
2019-01-02 15:15:00,733,15,296,-8.0,922.0,33.633533
2019-01-02 15:30:00,700,14,268,-7.1,922.0,31.971066
2019-01-02 15:45:00,656,13,237,-6.8,922.1,29.889866
2019-01-02 16:00:00,619,14,206,-7.1,922.2,27.202799
2019-01-02 16:15:00,539,13,167,-7.3,922.5,23.464132
2019-01-02 16:30:00,464,12,130,-7.5,923.0,18.085798
2019-01-02 16:45:00,380,11,98,-7.6,923.2,14.280799
2019-01-02 17:00:00,343,9,84,-7.7,923.5,10.188
2019-01-02 17:15:00,250,8,61,-7.9,923.5,5.610067
2019-01-02 17:30:00,195,7,42,-8.2,923.7,3.555133
2019-01-02 17:45:00,88,5,26,-8.1,923.8,1.629
2019-01-02 18:00:00,20,2,10,-8.5,923.8,0.2466
2019-01-02 18:15:00,4,1,2,-8.9,924.0,0.0
2019-01-02 18:30:00,0,1,0,-9.5,924.1,0.0
2019-01-02 18:45:00,0,0,0,-9.7,924.4,0.0
2019-01-02 19:00:00,0,0,0,-9.7,924.6,0.0
2019-01-02 19:15:00,0,1,0,-9.8,924.8,0.0
2019-01-02 19:30:00,0,0,0,-10.2,924.8,0.0
2019-01-02 19:45:00,0,0,0,-10.2,925.0,0.0
2019-01-02 20:00:00,0,1,0,-10.3,925.2,0.0
2019-01-02 20:15:00,0,0,0,-10.2,925.4,0.0
2019-01-02 20:30:00,0,1,0,-10.4,925.7,0.0
2019-01-02 20:45:00,0,0,0,-10.3,925.7,0.0
2019-01-02 21:00:00,0,1,0,-10.8,925.9,0.0
2019-01-02 21:15:00,0,1,0,-11.2,926.2,0.0
2019-01-02 21:30:00,0,1,0,-11.4,926.1,0.0
2019-01-02 21:45:00,0,0,0,-11.2,926.3,0.0
2019-01-02 22:00:00,0,1,0,-11.1,926.5,0.0
2019-01-02 22:15:00,0,0,0,-11.2,926.5,0.0
2019-01-02 22:30:00,0,0,0,-11.0,926.5,0.0
2019-01-02 22:45:00,0,1,0,-11.7,926.4,0.0
2019-01-02 23:00:00,0,0,0,-11.9,926.2,0.0
2019-01-02 23:15:00,0,0,0,-11.5,926.1,0.0
2019-01-02 23:30:00,0,0,0,-11.7,926.2,0.0
2019-01-02 23:45:00,0,0,0,-11.6,926.0,0.0
2019-01-03 00:00:00,0,0,0,-11.5,926.1,0.0
2019-01-03 00:15:00,0,1,0,-12.0,926.1,0.0
2019-01-03 00:30:00,0,0,0,-11.9,926.1,0.0
2019-01-03 00:45:00,0,0,0,-11.6,926.2,0.0
2019-01-03 01:00:00,0,1,0,-11.7,926.0,0.0
2019-01-03 01:15:00,0,1,0,-12.5,926.0,0.0
2019-01-03 01:30:00,0,0,0,-12.6,926.0,0.0
2019-01-03 01:45:00,0,0,0,-12.3,926.0,0.0
2019-01-03 02:00:00,0,3,0,-14.0,926.1,0.0
2019-01-03 02:15:00,0,0,0,-14.5,926.3,0.0
2019-01-03 02:30:00,0,2,0,-14.6,926.2,0.0
2019-01-03 02:45:00,0,1,0,-14.7,926.4,0.0
2019-01-03 03:00:00,0,0,0,-14.9,926.5,0.0
2019-01-03 03:15:00,0,1,0,-14.6,926.6,0.0
2019-01-03 03:30:00,0,0,0,-14.4,926.7,0.0
2019-01-03 03:45:00,0,1,0,-14.7,926.7,0.0
2019-01-03 04:00:00,0,1,0,-15.1,926.9,0.0
2019-01-03 04:15:00,0,1,0,-15.5,926.9,0.0
2019-01-03 04:30:00,0,0,0,-15.6,927.1,0.0
2019-01-03 04:45:00,0,0,0,-15.8,927.0,0.0
2019-01-03 05:00:00,0,0,0,-15.8,927.0,0.0
2019-01-03 05:15:00,0,1,0,-16.1,927.0,0.0
2019-01-03 05:30:00,0,0,0,-16.0,926.9,0.0
2019-01-03 05:45:00,0,0,0,-15.6,927.0,0.0
2019-01-03 06:00:00,0,0,0,-15.8,927.1,0.0
2019-01-03 06:15:00,0,0,0,-15.5,927.0,0.0
2019-01-03 06:30:00,0,0,0,-15.3,927.0,0.0
2019-01-03 06:45:00,0,1,0,-15.5,927.1,0.0
2019-01-03 07:00:00,0,0,0,-15.8,927.2,0.0
2019-01-03 07:15:00,0,0,0,-15.5,927.4,0.0
2019-01-03 07:30:00,0,1,0,-15.8,927.5,0.0
2019-01-03 07:45:00,0,1,0,-16.3,927.6,0.0
2019-01-03 08:00:00,0,0,0,-16.2,927.7,0.0
2019-01-03 08:15:00,0,0,0,-15.5,928.1,0.0
2019-01-03 08:30:00,0,0,0,-15.4,928.3,0.0
2019-01-03 08:45:00,0,1,0,-15.6,928.4,0.0
2019-01-03 09:00:00,1,0,0,-15.9,928.7,0.0
2019-01-03 09:15:00,12,2,6,-16.0,929.0,0.1792
2019-01-03 09:30:00,61,14,18,-16.2,929.3,1.042933
2019-01-03 09:45:00,99,7,28,-16.1,929.5,2.6336
2019-01-03 10:00:00,242,46,55,-15.9,929.7,4.8484
2019-01-03 10:15:00,340,58,80,-15.3,929.8,8.2496
2019-01-03 10:30:00,427,66,109,-15.0,929.7,14.662666
2019-01-03 10:45:00,499,52,138,-14.2,929.4,19.488998
2019-01-03 11:00:00,558,54,167,-13.6,929.5,22.910799
2019-01-03 11:15:00,579,50,188,-12.7,929.3,25.524265
2019-01-03 11:30:00,635,52,220,-11.6,929.0,27.764465
2019-01-03 11:45:00,664,50,246,-10.8,928.9,28.617065
2019-01-03 12:00:00,726,47,281,-9.9,928.7,32.19787
2019-01-03 12:15:00,767,43,311,-9.3,928.7,33.4856
2019-01-03 12:30:00,806,38,337,-8.8,928.3,35.175
2019-01-03 12:45:00,826,35,355,-8.3,928.3,36.303467
2019-01-03 13:00:00,839,29,368,-7.8,928.0,36.7828
2019-01-03 13:15:00,859,26,382,-7.3,927.8,37.266197
2019-01-03 13:30:00,844,21,389,-6.6,927.5,37.2822
2019-01-03 13:45:00,836,22,418,-5.8,927.4,36.899864
2019-01-03 14:00:00,849,19,408,-5.8,927.2,37.861732
2019-01-03 14:15:00,842,17,373,-6.5,927.0,37.746864
2019-01-03 14:30:00,804,19,350,-7.0,927.0,36.4944
2019-01-03 14:45:00,795,16,339,-6.9,926.8,36.193466
2019-01-03 15:00:00,745,16,309,-6.6,926.9,35.1172
2019-01-03 15:15:00,723,14,289,-6.7,926.8,33.589664
2019-01-03 15:30:00,675,13,256,-6.5,926.8,31.492199
2019-01-03 15:45:00,624,14,223,-6.3,926.8,28.560534
2019-01-03 16:00:00,580,13,192,-6.0,926.7,25.589066
2019-01-03 16:15:00,537,13,164,-6.0,926.9,23.1374
2019-01-03 16:30:00,479,12,135,-6.1,927.0,19.966534
2019-01-03 16:45:00,426,11,111,-6.3,927.1,15.976599
2019-01-03 17:00:00,363,10,89,-6.2,927.2,11.057667
2019-01-03 17:15:00,278,9,67,-6.4,927.5,6.1818
2019-01-03 17:30:00,166,7,41,-6.8,927.5,3.1438
2019-01-03 17:45:00,75,5,23,-7.0,927.6,1.4776
2019-01-03 18:00:00,26,2,11,-7.6,928.0,0.3896
2019-01-03 18:15:00,6,1,3,-7.8,928.3,0.0
2019-01-03 18:30:00,0,1,0,-8.5,928.5,0.0
2019-01-03 18:45:00,0,1,0,-8.9,929.0,0.0
2019-01-03 19:00:00,0,0,0,-9.0,929.2,0.0
2019-01-03 19:15:00,0,0,0,-9.2,929.4,0.0
2019-01-03 19:30:00,0,0,0,-9.2,929.5,0.0
2019-01-03 19:45:00,0,1,0,-9.1,929.6,0.0
2019-01-03 20:00:00,0,0,0,-9.1,929.8,0.0
2019-01-03 20:15:00,0,0,0,-9.0,929.7,0.0
2019-01-03 20:30:00,0,0,0,-8.9,929.8,0.0
2019-01-03 20:45:00,0,0,0,-9.1,929.8,0.0
2019-01-03 21:00:00,0,0,0,-9.3,929.7,0.0
2019-01-03 21:15:00,0,1,0,-9.7,929.7,0.0
2019-01-03 21:30:00,0,0,0,-9.4,929.8,0.0
2019-01-03 21:45:00,0,0,0,-9.7,929.8,0.0
2019-01-03 22:00:00,0,1,0,-10.2,929.9,0.0
2019-01-03 22:15:00,0,0,0,-10.4,929.7,0.0
2019-01-03 22:30:00,0,0,0,-10.7,929.7,0.0
2019-01-03 22:45:00,0,0,0,-9.3,929.7,0.0
2019-01-03 23:00:00,0,0,0,-9.3,929.5,0.0
2019-01-03 23:15:00,0,0,0,-9.0,929.3,0.0
2019-01-03 23:30:00,0,0,0,-9.5,929.0,0.0
2019-01-03 23:45:00,0,0,0,-9.4,928.9,0.0
2019-01-04 00:00:00,0,2,0,-10.7,928.7,0.0
2019-01-04 00:15:00,0,1,0,-11.3,928.7,0.0
2019-01-04 00:30:00,0,0,0,-10.9,928.7,0.0
2019-01-04 00:45:00,0,2,0,-12.1,928.7,0.0
2019-01-04 01:00:00,0,0,0,-11.5,928.6,0.0
2019-01-04 01:15:00,0,1,0,-12.0,928.7,0.0
2019-01-04 01:30:00,0,0,0,-12.3,928.5,0.0
2019-01-04 01:45:00,0,1,0,-12.7,928.5,0.0
2019-01-04 02:00:00,0,0,0,-12.2,928.5,0.0
2019-01-04 02:15:00,0,1,0,-12.0,928.4,0.0
2019-01-04 02:30:00,0,1,0,-12.4,928.4,0.0
2019-01-04 02:45:00,0,0,0,-12.1,928.3,0.0
2019-01-04 03:00:00,0,0,0,-12.2,928.4,0.0
2019-01-04 03:15:00,0,0,0,-11.8,928.2,0.0
2019-01-04 03:30:00,0,0,0,-11.2,928.0,0.0
2019-01-04 03:45:00,0,0,0,-10.3,928.0,0.0
2019-01-04 04:00:00,0,1,0,-11.0,927.8,0.0
2019-01-04 04:15:00,0,1,0,-11.5,927.7,0.0
2019-01-04 04:30:00,0,0,0,-11.0,927.6,0.0
2019-01-04 04:45:00,0,1,0,-11.5,927.2,0.0
2019-01-04 05:00:00,0,2,0,-13.4,927.2,0.0
2019-01-04 05:15:00,0,0,0,-13.0,927.2,0.0
2019-01-04 05:30:00,0,0,0,-12.5,927.4,0.0
2019-01-04 05:45:00,0,0,0,-12.4,927.2,0.0
2019-01-04 06:00:00,0,0,0,-12.5,927.2,0.0
2019-01-04 06:15:00,0,0,0,-12.5,927.1,0.0
2019-01-04 06:30:00,0,0,0,-12.9,927.1,0.0
2019-01-04 06:45:00,0,0,0,-12.8,927.1,0.0
2019-01-04 07:00:00,0,0,0,-12.7,927.0,0.0
2019-01-04 07:15:00,0,0,0,-12.4,926.8,0.0
2019-01-04 07:30:00,0,0,0,-12.5,926.9,0.0
2019-01-04 07:45:00,0,1,0,-12.2,926.9,0.0
2019-01-04 08:00:00,0,0,0,-10.9,926.8,0.0
2019-01-04 08:15:00,0,1,0,-11.9,926.8,0.0
2019-01-04 08:30:00,0,0,0,-12.1,926.8,0.0
2019-01-04 08:45:00,0,0,0,-12.4,926.9,0.0
2019-01-04 09:00:00,3,0,1,-11.4,926.9,0.0
2019-01-04 09:15:00,16,4,9,-12.8,927.1,0.393267
2019-01-04 09:30:00,71,14,27,-13.9,927.3,1.484467
2019-01-04 09:45:00,77,6,36,-13.5,927.4,2.8686
2019-01-04 10:00:00,245,49,60,-12.7,927.4,4.923333
2019-01-04 10:15:00,344,62,84,-12.6,927.5,8.349666
2019-01-04 10:30:00,420,67,112,-11.9,927.4,14.857666
2019-01-04 10:45:00,476,51,147,-11.1,927.1,19.179533
2019-01-04 11:00:00,425,39,153,-10.4,926.8,17.898266
2019-01-04 11:15:00,510,41,192,-9.6,926.5,21.0674
2019-01-04 11:30:00,574,42,236,-8.1,926.3,23.869598
2019-01-04 11:45:00,484,29,216,-6.5,925.9,18.8768
2019-01-04 12:00:00,335,15,175,-6.4,925.5,15.462532
2019-01-04 12:15:00,242,6,164,-5.8,925.6,12.0228
2019-01-04 12:30:00,253,6,180,-5.9,925.1,13.403533
2019-01-04 12:45:00,412,16,236,-6.3,924.9,21.796598
2019-01-04 13:00:00,450,14,255,-6.1,924.8,20.125732
2019-01-04 13:15:00,314,9,211,-6.2,924.6,15.093933
2019-01-04 13:30:00,270,6,203,-6.3,924.5,13.639733
2019-01-04 13:45:00,361,10,234,-6.3,924.4,17.076065
2019-01-04 14:00:00,382,10,232,-6.3,924.5,18.2482
2019-01-04 14:15:00,705,14,368,-5.9,924.3,30.134731
2019-01-04 14:30:00,498,14,239,-5.8,923.7,25.815866
2019-01-04 14:45:00,712,17,318,-5.6,923.5,34.49753
2019-01-04 15:00:00,601,19,270,-6.0,923.5,20.503733
2019-01-04 15:15:00,312,5,198,-6.2,923.4,11.884666
2019-01-04 15:30:00,256,3,182,-6.3,923.5,14.020466
2019-01-04 15:45:00,530,10,258,-5.7,923.5,22.471266
2019-01-04 16:00:00,599,12,229,-4.1,923.0,25.909933
2019-01-04 16:15:00,549,15,176,-4.6,922.9,23.820532
2019-01-04 16:30:00,489,13,142,-4.8,922.7,20.288067
2019-01-04 16:45:00,391,11,102,-4.1,922.5,15.020267
2019-01-04 17:00:00,323,11,81,-4.1,922.1,10.103266
2019-01-04 17:15:00,237,9,62,-4.4,922.2,5.911267
2019-01-04 17:30:00,139,7,40,-4.7,922.2,3.339667
2019-01-04 17:45:00,66,4,24,-4.7,922.0,1.702867
2019-01-04 18:00:00,24,2,12,-5.0,922.1,0.479333
2019-01-04 18:15:00,3,1,2,-5.6,922.2,0.0
2019-01-04 18:30:00,0,0,0,-6.0,922.3,0.0
2019-01-04 18:45:00,0,1,0,-6.6,922.2,0.0
2019-01-04 19:00:00,0,1,0,-7.7,922.2,0.0
2019-01-04 19:15:00,0,0,0,-7.7,922.2,0.0
2019-01-04 19:30:00,0,0,0,-7.3,922.5,0.0
2019-01-04 19:45:00,0,1,0,-7.8,922.3,0.0
2019-01-04 20:00:00,0,0,0,-8.2,922.1,0.0
2019-01-04 20:15:00,0,0,0,-7.6,921.7,0.0
2019-01-04 20:30:00,0,0,0,-7.5,921.5,0.0
2019-01-04 20:45:00,0,0,0,-7.6,921.1,0.0
2019-01-04 21:00:00,0,1,0,-7.5,920.9,0.0
2019-01-04 21:15:00,0,1,0,-7.7,920.7,0.0
2019-01-04 21:30:00,0,1,0,-8.6,920.4,0.0
2019-01-04 21:45:00,0,1,0,-8.9,920.1,0.0
2019-01-04 22:00:00,0,0,0,-8.3,919.9,0.0
2019-01-04 22:15:00,0,0,0,-7.9,919.8,0.0
2019-01-04 22:30:00,0,0,0,-6.9,919.4,0.0
2019-01-04 22:45:00,0,0,0,-6.8,918.9,0.0
2019-01-04 23:00:00,0,2,0,-8.7,918.7,0.0
2019-01-04 23:15:00,0,0,0,-9.3,918.6,0.0
2019-01-04 23:30:00,0,1,0,-9.4,918.5,0.0
2019-01-04 23:45:00,0,0,0,-8.8,918.4,0.0
2019-01-05 00:00:00,0,1,0,-10.0,918.1,0.0
2019-01-05 00:15:00,0,0,0,-9.9,918.0,0.0
2019-01-05 00:30:00,0,1,0,-10.1,917.9,0.0
2019-01-05 00:45:00,0,0,0,-10.1,917.6,0.0
2019-01-05 01:00:00,0,0,0,-9.9,917.4,0.0
2019-01-05 01:15:00,0,0,0,-9.8,916.9,0.0
2019-01-05 01:30:00,0,0,0,-9.7,916.4,0.0
2019-01-05 01:45:00,0,0,0,-8.2,916.2,0.0
2019-01-05 02:00:00,0,0,0,-8.7,915.8,0.0
2019-01-05 02:15:00,0,1,0,-8.0,915.9,0.0
2019-01-05 02:30:00,0,2,0,-10.6,915.7,0.0
2019-01-05 02:45:00,0,0,0,-9.8,915.7,0.0
2019-01-05 03:00:00,0,0,0,-8.4,915.7,0.0
2019-01-05 03:15:00,0,2,0,-10.3,915.9,0.0
2019-01-05 03:30:00,0,1,0,-11.5,916.0,0.0
2019-01-05 03:45:00,0,0,0,-11.5,916.0,0.0
2019-01-05 04:00:00,0,1,0,-11.7,916.0,0.0
2019-01-05 04:15:00,0,0,0,-11.5,915.9,0.0
2019-01-05 04:30:00,0,0,0,-11.5,916.0,0.0
2019-01-05 04:45:00,0,0,0,-11.6,915.7,0.0
2019-01-05 05:00:00,0,0,0,-11.2,915.4,0.0
2019-01-05 05:15:00,0,0,0,-10.7,915.3,0.0
2019-01-05 05:30:00,0,0,0,-10.6,915.2,0.0
2019-01-05 05:45:00,0,1,0,-11.0,915.2,0.0
2019-01-05 06:00:00,0,1,0,-11.8,915.3,0.0
2019-01-05 06:15:00,0,0,0,-12.0,915.6,0.0
2019-01-05 06:30:00,0,0,0,-11.4,915.8,0.0
2019-01-05 06:45:00,0,1,0,-12.3,915.6,0.0
2019-01-05 07:00:00,0,2,0,-13.5,915.9,0.0
2019-01-05 07:15:00,0,0,0,-12.4,916.1,0.0
2019-01-05 07:30:00,0,0,0,-12.0,916.4,0.0
2019-01-05 07:45:00,0,0,0,-12.9,916.5,0.0
2019-01-05 08:00:00,0,0,0,-13.4,916.5,0.0
2019-01-05 08:15:00,0,0,0,-12.9,916.6,0.0
2019-01-05 08:30:00,0,0,0,-12.2,916.9,0.0
2019-01-05 08:45:00,0,0,0,-11.7,917.3,0.0
2019-01-05 09:00:00,0,1,0,-12.2,917.6,0.0
2019-01-05 09:15:00,5,1,3,-12.4,917.9,0.098
2019-01-05 09:30:00,28,3,15,-14.4,918.3,0.8168
2019-01-05 09:45:00,61,6,26,-13.6,918.9,1.932333
2019-01-05 10:00:00,85,11,33,-12.8,919.0,3.024933
2019-01-05 10:15:00,251,47,61,-11.9,919.3,7.351933
2019-01-05 10:30:00,356,63,84,-11.3,919.5,12.559533
2019-01-05 10:45:00,484,62,121,-11.8,919.0,19.088467
